id,name,category,price,mrp,rating,ratingTotal,discount,seller,purl,description
712209,Men Bio Finish Polo Collar T-shirt,tshirts,649,2349.0,3.8,11,1700,Masculino Latino,https://www.myntra.com/tshirts/masculino-latino/masculino-latino-men-maroon-polo-collar-bio-finish-t-shirt/17568568/buy,Men Bio Finish Polo Collar T-shirt by Masculino Latino. Price: ₹649. Rating: 3.8/5. Category: tshirts
83905,Unisex Oriental Perfume 12 ml,perfume-and-body-mist,875,1250.0,4.2,223,30,Ajmal,https://www.myntra.com/perfume-and-body-mist/ajmal/ajmal-unisex-asher-oriental-perfume-with-essential-oils-12-ml/7690154/buy,Unisex Oriental Perfume 12 ml by Ajmal. Price: ₹875. Rating: 4.2/5. Category: perfume-and-body-mist
467567,Set of 6 Makeup Remover Wipes,makeup-remover,279,300.0,3.3,3,21,Clea,https://www.myntra.com/makeup-remover/clea/clea-set-of-6-haldi--chandan-cleansing--makeup-remover-wet-wipes---8-pulls-each/14893656/buy,Set of 6 Makeup Remover Wipes by Clea. Price: ₹279. Rating: 3.3/5. Category: makeup-remover
4809,Studio Fix Powder Plus Foundation - NC35,foundation,3300,3300.0,4.5,294,0,M.A.C,https://www.myntra.com/foundation/mac/mac-studio-fix-powder-plus-foundation---nc35-15g/9589899/buy,Studio Fix Powder Plus Foundation - NC35 by M.A.C. Price: ₹3300. Rating: 4.5/5. Category: foundation
547250,Women Off White Baby Doll,baby-dolls,999,1999.0,2.0,2,1000,EZLOOT,https://www.myntra.com/baby-dolls/ezloot/ezloot-women-off-white-baby-doll/20849908/buy,Women Off White Baby Doll by EZLOOT. Price: ₹999. Rating: 2.0/5. Category: baby-dolls
889139,Striped Cotton Polo T-shirt,tshirts,324,1299.0,4.6,58,75,Mast & Harbour,https://www.myntra.com/tshirts/mast--harbour/mast--harbour-men-mustard-yellow--white-striped-pure-cotton-polo-collar-t-shirt/14847354/buy,Striped Cotton Polo T-shirt by Mast & Harbour. Price: ₹324. Rating: 4.6/5. Category: tshirts
748749,Men Polo Collar Slim Fit T-shirt,tshirts,883,1299.0,4.4,573,32,Louis Philippe Sport,https://www.myntra.com/tshirts/louis-philippe-sport/louis-philippe-sport-men-navy-blue-polo-collar-slim-fit-t-shirt/18221454/buy,Men Polo Collar Slim Fit T-shirt by Louis Philippe Sport. Price: ₹883. Rating: 4.4/5. Category: tshirts
891577,Men Striped Polo Collar T-shirt,tshirts,949,999.0,4.1,42,5,Peter England,https://www.myntra.com/tshirts/peter-england/peter-england-men-blue--white-striped-polo-collar-t-shirt/19471932/buy,Men Striped Polo Collar T-shirt by Peter England. Price: ₹949. Rating: 4.1/5. Category: tshirts
135704,Face Scrub -100 gm,face-scrub-and-exfoliator,382,425.0,4.7,7,10,Fabindia,https://www.myntra.com/face-scrub-and-exfoliator/fabindia/fabindia-aloe-vera-and-camellia-face-scrub--100-gm/16056558/buy,Face Scrub -100 gm by Fabindia. Price: ₹382. Rating: 4.7/5. Category: face-scrub-and-exfoliator
1014016,140 TC 1 King Bedsheet with 2 Pillow Covers,bedsheets,2079,2599.0,4.7,33,20,DDecor,https://www.myntra.com/bedsheets/ddecor/ddecor-white--pink-floral-140-tc-cotton-1-king-bedsheet-with-2-pillow-covers/12308486/buy,140 TC 1 King Bedsheet with 2 Pillow Covers by DDecor. Price: ₹2079. Rating: 4.7/5. Category: bedsheets
426924,Ombre Racerback Crop Yoga Top,tops,1644,3499.0,4.2,5,53,Puma,https://www.myntra.com/tops/puma/puma-green-studio-ombre-racerback-crop-yoga-top/15690614/buy,Ombre Racerback Crop Yoga Top by Puma. Price: ₹1644. Rating: 4.2/5. Category: tops
1041661,Men  Solid Kurta,kurtas,923,2199.0,2.8,12,58,See Designs,https://www.myntra.com/kurtas/see-designs/see-designs-men-orange-solid-kurta/14182224/buy,Men  Solid Kurta by See Designs. Price: ₹923. Rating: 2.8/5. Category: kurtas
931433,Men Biker Printed T-shirt,tshirts,600,1200.0,4.0,5,50,Royal Enfield,https://www.myntra.com/tshirts/royal-enfield/royal-enfield-men-green-biker-printed-cotton-t-shirt/15901666/buy,Men Biker Printed T-shirt by Royal Enfield. Price: ₹600. Rating: 4.0/5. Category: tshirts
914517,Vitals Lifestyle Polo T-Shirt,tshirts,1049,1799.0,3.8,6,750,Cultsport,https://www.myntra.com/tshirts/cultsport/cultsport-men-olive-green-vitals-lifestyle-polo-t-shirt/16286772/buy,Vitals Lifestyle Polo T-Shirt by Cultsport. Price: ₹1049. Rating: 3.8/5. Category: tshirts
813272,Men Pure Cotton T-shirt,tshirts,1539,2799.0,3.7,7,45,U.S. Polo Assn.,https://www.myntra.com/tshirts/us-polo-assn/u-s-polo-assn-men-red-polo-collar-pure-cotton-t-shirt/20747840/buy,Men Pure Cotton T-shirt by U.S. Polo Assn.. Price: ₹1539. Rating: 3.7/5. Category: tshirts
570197,Lightly Padded Bra,bra,549,1099.0,4.1,10,50,Styli,https://www.myntra.com/bra/styli/styli-peach-coloured--blue-bra-lightly-padded/20708708/buy,Lightly Padded Bra by Styli. Price: ₹549. Rating: 4.1/5. Category: bra
211684,Men Pack Of 3 Solid Bamboo Ankle-Length Socks,socks,799,1499.0,4.6,20,700,Heelium,https://www.myntra.com/socks/heelium/heelium-men-pack-of-3-solid-bamboo-ankle-length-socks/14470918/buy,Men Pack Of 3 Solid Bamboo Ankle-Length Socks by Heelium. Price: ₹799. Rating: 4.6/5. Category: socks
818446,Women Solid Bomber Jacket,jackets,874,2498.0,4.2,106,65,SASSAFRAS,https://www.myntra.com/jackets/sassafras/sassafras-women-black-solid-bomber-jacket/15508688/buy,Women Solid Bomber Jacket by SASSAFRAS. Price: ₹874. Rating: 4.2/5. Category: jackets
731340,Women Denim Shorts,shorts,628,1699.0,4.0,9,63,Roadster,https://www.myntra.com/shorts/roadster/the-roadster-lifestyle-co-women-blue-denim-shorts/17093656/buy,Women Denim Shorts by Roadster. Price: ₹628. Rating: 4.0/5. Category: shorts
97903,Mini T-Pro Grooming Kit,trimmer,1499,1499.0,4.1,56,0,WAHL,https://www.myntra.com/trimmer/wahl/wahl-white--blue-mini-t-pro-grooming-kit-09307-124/17377004/buy,Mini T-Pro Grooming Kit by WAHL. Price: ₹1499. Rating: 4.1/5. Category: trimmer
4823,The Only One EDP Intense 100ml,perfume-and-body-mist,10300,10300.0,5.0,12,0,Dolce & Gabbana,https://www.myntra.com/perfume-and-body-mist/dolce--gabbana/dolce--gabbana-women-the-only-one-eau-de-perfume-intense-100-ml/12887400/buy,The Only One EDP Intense 100ml by Dolce & Gabbana. Price: ₹10300. Rating: 5.0/5. Category: perfume-and-body-mist
775317,Men Polo Collar Slim Fit T-shirt,tshirts,879,1599.0,4.4,18,45,Park Avenue,https://www.myntra.com/tshirts/park-avenue/park-avenue-men-green-polo-collar-slim-fit-t-shirt/17645750/buy,Men Polo Collar Slim Fit T-shirt by Park Avenue. Price: ₹879. Rating: 4.4/5. Category: tshirts
215283,250 TC 1 King Bedsheet with 2 Pillow Covers,bedsheets,1903,3399.0,3.6,25,44,SWAYAM,https://www.myntra.com/bedsheets/swayam/swayam-multicoloured-floral-250-tc-cotton-1-king-bedsheet-with-2-pillow-covers/12020222/buy,250 TC 1 King Bedsheet with 2 Pillow Covers by SWAYAM. Price: ₹1903. Rating: 3.6/5. Category: bedsheets
891854,Men Tie and Dye T-shirt,tshirts,479,1199.0,4.3,60,60,WROGN,https://www.myntra.com/tshirts/wrogn/wrogn-men-navy-blue-tie-and-dye-pure-cotton-slim-fit-t-shirt/17064596/buy,Men Tie and Dye T-shirt by WROGN. Price: ₹479. Rating: 4.3/5. Category: tshirts
2786,Girls Printed Capri Jumpsuit,jumpsuit,1099,1999.0,4.2,1600,45,Cutiekins,https://www.myntra.com/jumpsuit/cutiekins/cutiekins-girls-black--pink-printed-capri-jumpsuit/13432888/buy,Girls Printed Capri Jumpsuit by Cutiekins. Price: ₹1099. Rating: 4.2/5. Category: jumpsuit
270949,Women Tie-Up Neck Top,tops,2096,2795.0,4.3,16,25,FableStreet,https://www.myntra.com/tops/fablestreet/fablestreet-women-mustard-yellow-tie-up-neck-top/20689890/buy,Women Tie-Up Neck Top by FableStreet. Price: ₹2096. Rating: 4.3/5. Category: tops
774403,Tie and Dye Top,tops,503,1199.0,3.8,5,58,JUNEBERRY,https://www.myntra.com/tops/juneberry/juneberry-multicoloured-tie-and-dye-crop-top/15442914/buy,Tie and Dye Top by JUNEBERRY. Price: ₹503. Rating: 3.8/5. Category: tops
22152,Moisture Surge 100H Hydrator,face-moisturisers,1050,1050.0,4.5,980,0,Clinique,https://www.myntra.com/face-moisturisers/clinique/clinique-moisture-surge-100h-auto-replenishing-hydrator-moisturiser---15-ml/13378346/buy,Moisture Surge 100H Hydrator by Clinique. Price: ₹1050. Rating: 4.5/5. Category: face-moisturisers
892214,MAPM Polo Collar Solid Pure Cotton MSP T-shirt,tshirts,2449,3499.0,4.6,23,30,PUMA Motorsport,https://www.myntra.com/tshirts/puma-motorsport/puma-motorsport-men-grey-mapm-polo-collar-solid-pure-cotton-msp-t-shirt/12352076/buy,MAPM Polo Collar Solid Pure Cotton MSP T-shirt by PUMA Motorsport. Price: ₹2449. Rating: 4.6/5. Category: tshirts
993500,Printed Round Neck Pure Cotton T-shirt,tshirts,559,699.0,4.1,8,20,BE AWARA,https://www.myntra.com/tshirts/be-awara/be-awara-men-navy-blue-printed-round-neck-pure-cotton-t-shirt/12560362/buy,Printed Round Neck Pure Cotton T-shirt by BE AWARA. Price: ₹559. Rating: 4.1/5. Category: tshirts
118751,Saffron Skin Whitening Set,skin-care-gift-set,283,516.0,4.4,8,45,Vaadi Herbals,https://www.myntra.com/skin-care-gift-set/vaadi-herbals/vaadi-herbals-luxurious-saffron-skin-whitening-set/17113196/buy,Saffron Skin Whitening Set by Vaadi Herbals. Price: ₹283. Rating: 4.4/5. Category: skin-care-gift-set
643827,Unisex Computer Glasses,frames,700,3500.0,3.5,2,80,Lenskart Blu,https://www.myntra.com/frames/lenskart-blu/lenskart-blu-unisex-transparent--olive-green-blue-light-block-computer-glasses-150158/18796620/buy,Unisex Computer Glasses by Lenskart Blu. Price: ₹700. Rating: 3.5/5. Category: frames
333829,Floral Peplum Top,tops,879,1099.0,3.8,8,20,Ed-a-Mamma,https://www.myntra.com/tops/ed-a-mamma/ed-a-mamma-blue-floral-peplum-top/16261036/buy,Floral Peplum Top by Ed-a-Mamma. Price: ₹879. Rating: 3.8/5. Category: tops
974330,Women Printed Kurta Sets,kurta-sets,1279,3999.0,4.8,12,68,V TRADITION,https://www.myntra.com/kurta-sets/v-tradition/v-tradition-women-ethnic-motifs-printed-kurta-with-trousers--with-dupatta/21168640/buy,Women Printed Kurta Sets by V TRADITION. Price: ₹1279. Rating: 4.8/5. Category: kurta-sets
726415,Women Geometric Printed Kurta,kurtas,679,1699.0,3.8,5,60,STREET 9,https://www.myntra.com/kurtas/street-9/street-9-women-navy-blue-geometric-printed-cotton-kurta/17433568/buy,Women Geometric Printed Kurta by STREET 9. Price: ₹679. Rating: 3.8/5. Category: kurtas
790250,Printed Hooded Sweatshirt,sweatshirts,1444,1699.0,4.4,57,15,Roadster,https://www.myntra.com/sweatshirts/roadster/the-roadster-lifestyle-co-typography-printed-hooded-sweatshirt/14331922/buy,Printed Hooded Sweatshirt by Roadster. Price: ₹1444. Rating: 4.4/5. Category: sweatshirts
547437,Men Pack of 3 T-Shirts,tshirts,689,2997.0,2.8,4,77,VIMAL,https://www.myntra.com/tshirts/vimal/vimal-men-pack-of-3-slim-fit-t-shirts/2459016/buy,Men Pack of 3 T-Shirts by VIMAL. Price: ₹689. Rating: 2.8/5. Category: tshirts
153054,Boys Cotton T-shirt,tshirts,599,799.0,3.6,5,25,Ed-a-Mamma,https://www.myntra.com/tshirts/ed-a-mamma/ed-a-mamma-boys-red--blue-colourblocked-henley-neck-cotton-t-shirt/19960368/buy,Boys Cotton T-shirt by Ed-a-Mamma. Price: ₹599. Rating: 3.6/5. Category: tshirts
955827,Striped Round Neck T-shirt,tshirts,474,1249.0,3.7,9,62,DILLINGER,https://www.myntra.com/tshirts/dillinger/dillinger-men-teal-green--mustard-yellow-striped-round-neck-t-shirt/12992668/buy,Striped Round Neck T-shirt by DILLINGER. Price: ₹474. Rating: 3.7/5. Category: tshirts
943031,Printed Cotton Loose T-shirt,tshirts,699,1249.0,4.2,11,44,Bewakoof,https://www.myntra.com/tshirts/bewakoof/bewakoof-typography-printed-drop-shoulder-cotton-loose-t-shirt/22434230/buy,Printed Cotton Loose T-shirt by Bewakoof. Price: ₹699. Rating: 4.2/5. Category: tshirts
809177,Lightly Padded Bra,bra,497,995.0,4.4,76,50,Zivame,https://www.myntra.com/bra/zivame/zivame-blue--white-abstract-bra-underwired-lightly-padded/16952162/buy,Lightly Padded Bra by Zivame. Price: ₹497. Rating: 4.4/5. Category: bra
49987,03 Plum MicroLiner Ink,kajal-and-eyeliner,2200,2200.0,3.0,5,0,SHISEIDO,https://www.myntra.com/kajal-and-eyeliner/shiseido/shiseido-03-plum-microliner-ink-eyeliner-008gms/10033747/buy,03 Plum MicroLiner Ink by SHISEIDO. Price: ₹2200. Rating: 3.0/5. Category: kajal-and-eyeliner
811004,Printed Round Neck T-shirt,tshirts,414,829.0,4.1,32,50,UnderJeans by Spykar,https://www.myntra.com/tshirts/underjeans-by-spykar/underjeans-by-spykar-men-mustard-yellow--black-printed-round-neck-t-shirt/12097176/buy,Printed Round Neck T-shirt by UnderJeans by Spykar. Price: ₹414. Rating: 4.1/5. Category: tshirts
452645,Men Polo Collar T-shirt,tshirts,584,1299.0,4.7,6,55,abof,https://www.myntra.com/tshirts/abof/abof-men-blue-solid-polo-collar-t-shirt/14413546/buy,Men Polo Collar T-shirt by abof. Price: ₹584. Rating: 4.7/5. Category: tshirts
556917,Boys Printed Reversible Belt,belts,369,999.0,3.8,22,63,KazarMax,https://www.myntra.com/belts/kazarmax/kazarmax-boys-navy-blue-lost-in-space-printed-reversible-belt/16444498/buy,Boys Printed Reversible Belt by KazarMax. Price: ₹369. Rating: 3.8/5. Category: belts
366980,Girls Printed Sweatshirt,sweatshirts,379,1899.0,4.5,11,80,YK,https://www.myntra.com/sweatshirts/yk/yk-girls-yellow--black-jasmine-printed-sweatshirt/19157936/buy,Girls Printed Sweatshirt by YK. Price: ₹379. Rating: 4.5/5. Category: sweatshirts
233611,Hydrating Face Moisturizer-50g,face-moisturisers,324,349.0,4.3,26,7,deconstruct,https://www.myntra.com/face-moisturisers/deconstruct/deconstruct-hydrating-moisturizer---3-nmf-complex---50-g/16605438/buy,Hydrating Face Moisturizer-50g by deconstruct. Price: ₹324. Rating: 4.3/5. Category: face-moisturisers
1525,Leak Proof Water Bottle,water-bottle,215,215.0,4.6,366,0,Milton,https://www.myntra.com/water-bottle/milton/milton-blue-hector-pet-bottle-1-l/20568920/buy,Leak Proof Water Bottle by Milton. Price: ₹215. Rating: 4.6/5. Category: water-bottle
216238,Lip To Lip Matte Lipstick,lipstick,194,249.0,3.5,27,22,Seven Seas,https://www.myntra.com/lipstick/seven-seas/seven-seas-burgundy-lip-to-lip-matte-lipstick-castro-i/17318490/buy,Lip To Lip Matte Lipstick by Seven Seas. Price: ₹194. Rating: 3.5/5. Category: lipstick
4886,144 TC Single 1 Pillow Covers,bedsheets,319,799.0,4.3,89,60,Home Sizzler,https://www.myntra.com/bedsheets/home-sizzler/home-sizzler-grey--white-floral-144-tc-single-bedsheet-with-1-pillow-covers/17713248/buy,144 TC Single 1 Pillow Covers by Home Sizzler. Price: ₹319. Rating: 4.3/5. Category: bedsheets
599581,Women Silver-Plated Chain,necklace-and-chains,379,1462.5,3.7,7,74,AccessHer,https://www.myntra.com/necklace-and-chains/accessher/accessher-silver-toned--white--silver-plated-chain-with-pendant/18545268/buy,Women Silver-Plated Chain by AccessHer. Price: ₹379. Rating: 3.7/5. Category: necklace-and-chains
906638,Men Shorts,shorts,519,1299.0,4.3,6,60,Hubberholme,https://www.myntra.com/shorts/hubberholme/hubberholme-men-shorts/18143332/buy,Men Shorts by Hubberholme. Price: ₹519. Rating: 4.3/5. Category: shorts
6811,Solid Metal Table Lamps,table-lamps,1599,6500.0,3.4,5,4901,Homesake,https://www.myntra.com/table-lamps/homesake/homesake-gold-toned-solid-metal-table-lamps/19492658/buy,Solid Metal Table Lamps by Homesake. Price: ₹1599. Rating: 3.4/5. Category: table-lamps
172818,Men Slim Fit Jeans,jeans,1159,2899.0,4.3,25,60,WROGN,https://www.myntra.com/jeans/wrogn/wrogn-men-blue-slim-fit-heavy-fade-stretchable-jeans/17023670/buy,Men Slim Fit Jeans by WROGN. Price: ₹1159. Rating: 4.3/5. Category: jeans
99492,Ultime Pro Matte Lip Crayon 2.8g,lipstick,594,849.0,4.6,125,30,FACES CANADA,https://www.myntra.com/lipstick/faces-canada/faces-canada-ultime-pro-matte-lip-crayon-with-cocoa-butter--chamomile-28g---evening-star-40/7738620/buy,Ultime Pro Matte Lip Crayon 2.8g by FACES CANADA. Price: ₹594. Rating: 4.6/5. Category: lipstick
815627,Men Solid Lounge Shorts,lounge-shorts,616,949.0,4.5,164,35,U.S. Polo Assn.,https://www.myntra.com/lounge-shorts/us-polo-assn/us-polo-assn-men-blue-solid-lounge-shorts-i670-195-pl/11446258/buy,Men Solid Lounge Shorts by U.S. Polo Assn.. Price: ₹616. Rating: 4.5/5. Category: lounge-shorts
54292,Professional Makeup Bag Cosmetic Case,toiletry-kit,799,1500.0,3.9,34,701,Awestuffs,https://www.myntra.com/toiletry-kit/awestuffs/awestuffs-black-professional-makeup-bag-cosmetic-case/18531974/buy,Professional Makeup Bag Cosmetic Case by Awestuffs. Price: ₹799. Rating: 3.9/5. Category: toiletry-kit
431322,Women Set of 15 Finger Ring,ring,399,1995.0,4.2,67,80,Zaveri Pearls,https://www.myntra.com/ring/zaveri-pearls/zaveri-pearls-women-set-of-15-gold-toned-finger-ring/18391260/buy,Women Set of 15 Finger Ring by Zaveri Pearls. Price: ₹399. Rating: 4.2/5. Category: ring
774730,Women Puffer Jacket,jackets,4797,7995.0,4.2,6,40,Woods,https://www.myntra.com/jackets/woods/woods-women-navy-blue-water-resistant-puffer-jacket/16491514/buy,Women Puffer Jacket by Woods. Price: ₹4797. Rating: 4.2/5. Category: jackets
1025265,Men Lounge Shorts,lounge-shorts,399,399.0,4.3,21,0,max,https://www.myntra.com/lounge-shorts/max/max-men-navy-blue-solid-cotton-lounge-shorts/17893212/buy,Men Lounge Shorts by max. Price: ₹399. Rating: 4.3/5. Category: lounge-shorts
1032588,Mid-Rise Solid Cargo Shorts,shorts,1721,2295.0,4.6,193,25,Nike,https://www.myntra.com/shorts/nike/nike-men-black-mid-rise-solid-club-fit-cargo-shorts/14518844/buy,Mid-Rise Solid Cargo Shorts by Nike. Price: ₹1721. Rating: 4.6/5. Category: shorts
636208,Cotton Non Padded Bra,bra,173,560.0,3.5,10,69,Innocence,https://www.myntra.com/bra/innocence/innocence-women-beige-cotton-non-padded--bra/20247512/buy,Cotton Non Padded Bra by Innocence. Price: ₹173. Rating: 3.5/5. Category: bra
821205,1 Ceramic Mugs Set of Cups and Mugs,cups-and-mugs,699,1748.0,4.2,5,60,TIED RIBBONS,https://www.myntra.com/cups-and-mugs/tied-ribbons/tied-ribbons-green--white-printed-ceramic-glossy-mugs-set-of-cups-and-mugs/16102470/buy,1 Ceramic Mugs Set of Cups and Mugs by TIED RIBBONS. Price: ₹699. Rating: 4.2/5. Category: cups-and-mugs
879691,Men Kurta with Pyjamas,kurta-sets,597,2299.0,3.8,13,74,Jompers,https://www.myntra.com/kurta-sets/jompers/jompers-men-coffee-brown-kurta-with-pyjamas/19175730/buy,Men Kurta with Pyjamas by Jompers. Price: ₹597. Rating: 3.8/5. Category: kurta-sets
347288,Mon Cherry Brightening Essence,face-serum-and-gel,699,699.0,4.1,19,0,Quench Botanics,https://www.myntra.com/face-serum-and-gel/quench-botanics/quench-botanics-mon-cherry-intense-brightening-essence-with-cherry-blossom---100-ml/16242378/buy,Mon Cherry Brightening Essence by Quench Botanics. Price: ₹699. Rating: 4.1/5. Category: face-serum-and-gel
35188,Kurti With Palazzo & Dupatta,kurta-sets,1599,4999.0,4.2,24,68,A.T.U.N.,https://www.myntra.com/kurta-sets/atun/a-t-u-n-girls-grey-floral-printed-pure-cotton-angrakha-kurti-with-palazzo--dupatta/19582566/buy,Kurti With Palazzo & Dupatta by A.T.U.N.. Price: ₹1599. Rating: 4.2/5. Category: kurta-sets
649649,Raat-Ki-Rani & Oudh Attar,perfume-and-body-mist,339,399.0,4.0,8,15,Menjewell,https://www.myntra.com/perfume-and-body-mist/menjewell/menjewell-set-of-2-raat-ki-rani--white-oudh-attar---5-ml-each/13449362/buy,Raat-Ki-Rani & Oudh Attar by Menjewell. Price: ₹339. Rating: 4.0/5. Category: perfume-and-body-mist
745652,Men Dry Fit Running T-shirt,tshirts,359,1499.0,3.9,8,76,GRITSTONES,https://www.myntra.com/tshirts/gritstones/gritstones-men-black-solid-dry-fit-sleeveless-running-t-shirt/17274556/buy,Men Dry Fit Running T-shirt by GRITSTONES. Price: ₹359. Rating: 3.9/5. Category: tshirts
327369,Women Printed Sweatshirt,sweatshirts,616,949.0,3.2,6,35,Styli,https://www.myntra.com/sweatshirts/styli/styli-women-pink-printed-hooded-sweatshirt/20528320/buy,Women Printed Sweatshirt by Styli. Price: ₹616. Rating: 3.2/5. Category: sweatshirts
1038605,Men Slim Fit Denim Shorts,shorts,472,1099.0,3.9,230,57,HIGHLANDER,https://www.myntra.com/shorts/highlander/highlander-men-blue-solid-slim-fit-denim-shorts/13188718/buy,Men Slim Fit Denim Shorts by HIGHLANDER. Price: ₹472. Rating: 3.9/5. Category: shorts
69654,Radiance+ Plump Lip Mask 15 g,lip-care,307,349.0,4.0,63,12,Aqualogica,https://www.myntra.com/lip-care/aqualogica/aqualogica-radiance-plump-lip-mask-15-g/20850292/buy,Radiance+ Plump Lip Mask 15 g by Aqualogica. Price: ₹307. Rating: 4.0/5. Category: lip-care
1004570,Men Store Staff Joggers,track-pants,1199,1999.0,4.3,19,40,Reebok,https://www.myntra.com/track-pants/reebok/reebok-men-blue-training-store-staff-speedwick-technology-joggers/18667052/buy,Men Store Staff Joggers by Reebok. Price: ₹1199. Rating: 4.3/5. Category: track-pants
559730,Solid Round Neck T-shirt,tshirts,350,1299.0,3.2,17,73,PAUSE SPORT,https://www.myntra.com/tshirts/pause-sport/pause-sport-men-black--maroon-solid-round-neck-t-shirt/12319210/buy,Solid Round Neck T-shirt by PAUSE SPORT. Price: ₹350. Rating: 3.2/5. Category: tshirts
878912,Men Solid Slim Fit T-shirt,tshirts,679,1699.0,4.5,55,60,SPYKAR,https://www.myntra.com/tshirts/spykar/spykar-men-white-solid-polo-collar-slim-fit-t-shirt/16212204/buy,Men Solid Slim Fit T-shirt by SPYKAR. Price: ₹679. Rating: 4.5/5. Category: tshirts
187695,Absolute Lip Mousse - 205,lipstick,520,650.0,4.6,19,20,Lakme,https://www.myntra.com/lipstick/lakme/lakme-absolute-sheer-lip-mousse---mauve-mischief-205/21958712/buy,Absolute Lip Mousse - 205 by Lakme. Price: ₹520. Rating: 4.6/5. Category: lipstick
392435,Rabbits Eat Teething Mitten,mittens,399,399.0,2.4,8,0,Baby Moo,https://www.myntra.com/mittens/baby-moo/baby-moo-rabbits-eat-carrots-blue-teething-mitten/15949516/buy,Rabbits Eat Teething Mitten by Baby Moo. Price: ₹399. Rating: 2.4/5. Category: mittens
201247,Plus Size One Shoulder Studded Crepe Top,tops,1092,2100.0,3.3,12,48,wild U,https://www.myntra.com/tops/wild-u/wild-u-plus-size-one-shoulder-studded-crepe-top/21087476/buy,Plus Size One Shoulder Studded Crepe Top by wild U. Price: ₹1092. Rating: 3.3/5. Category: tops
1047719,Men Pack of 2 Lounge Shorts,lounge-shorts,791,1798.0,3.8,102,56,VIMAL,https://www.myntra.com/lounge-shorts/vimal/vimal-men-pack-of-2-solid-cotton-lounge-shorts/13676522/buy,Men Pack of 2 Lounge Shorts by VIMAL. Price: ₹791. Rating: 3.8/5. Category: lounge-shorts
1004587,Men Straight Fit Jeans,jeans,4999,9999.0,4.0,11,50,Tommy Hilfiger,https://www.myntra.com/jeans/tommy-hilfiger/tommy-hilfiger-men-black-straight-fit-stretchable-jeans/13869888/buy,Men Straight Fit Jeans by Tommy Hilfiger. Price: ₹4999. Rating: 4.0/5. Category: jeans
240128,Gold-Plated Beaded Stone-Studded Mangalsutra with Earrings,mangalsutra,510,2550.0,3.6,20,80,Brandsoon,https://www.myntra.com/mangalsutra/brandsoon/brandsoon-gold-plated-black-beaded-stone-studded-mangalsutra-with-earrings/17403072/buy,Gold-Plated Beaded Stone-Studded Mangalsutra with Earrings by Brandsoon. Price: ₹510. Rating: 3.6/5. Category: mangalsutra
12962,Men Slim Fit Regular Shorts,shorts,624,1249.0,4.3,2400,50,HIGHLANDER,https://www.myntra.com/shorts/highlander/highlander-men-olive-green-printed-slim-fit-regular-shorts/12005972/buy,Men Slim Fit Regular Shorts by HIGHLANDER. Price: ₹624. Rating: 4.3/5. Category: shorts
793872,Printed Polo Collar T-shirt,tshirts,1799,3599.0,4.5,10,50,Nautica,https://www.myntra.com/tshirts/nautica/nautica-men-white--blue-printed-polo-collar-t-shirt/10772388/buy,Printed Polo Collar T-shirt by Nautica. Price: ₹1799. Rating: 4.5/5. Category: tshirts
836274,Men Pack of 5 Trunks,briefs,821,1095.0,3.9,218,25,Dollar Bigboss,https://www.myntra.com/briefs/dollar-bigboss/dollar-bigboss-men-pack-of-5-printed-assorted-trunks-mdtr-11-po5/2521299/buy,Men Pack of 5 Trunks by Dollar Bigboss. Price: ₹821. Rating: 3.9/5. Category: briefs
979277,Men Striped T-shirt,tshirts,249,999.0,4.2,24,75,Roadster,https://www.myntra.com/tshirts/roadster/the-roadster-lifestyle-co-men-mauve--white-striped-pure-cotton-t-shirt/17327286/buy,Men Striped T-shirt by Roadster. Price: ₹249. Rating: 4.2/5. Category: tshirts
35638,Hot and Cold Insulated Flask,water-bottle,840,1050.0,4.3,15,210,Milton,https://www.myntra.com/water-bottle/milton/milton-black-all-rounder-650-thermosteel-hot-and-cold-insulated-flask-610-ml/19987886/buy,Hot and Cold Insulated Flask by Milton. Price: ₹840. Rating: 4.3/5. Category: water-bottle
277844,Men Striped Cotton Pure Cotton T-shirt,tshirts,999,999.0,3.7,167,0,Moda Rapido,https://www.myntra.com/tshirts/moda-rapido/moda-rapido-men-red--black-striped--pure-cotton-t-shirt/14911118/buy,Men Striped Cotton Pure Cotton T-shirt by Moda Rapido. Price: ₹999. Rating: 3.7/5. Category: tshirts
273366,Crystal Butterfly Finger Ring,ring,299,1499.0,3.9,39,80,Vembley,https://www.myntra.com/ring/vembley/vembley-women-gold-plated-purple-crystal-butterfly-finger-ring/16952764/buy,Crystal Butterfly Finger Ring by Vembley. Price: ₹299. Rating: 3.9/5. Category: ring
923304,Men Pack Of 3 Assorted Above Ankle-Length Hi-Tech Performance Athletic Socks,socks,499,999.0,4.9,7,50,BLITZSOX,https://www.myntra.com/socks/blitzsox/blitzsox-men-pack-of-3-assorted-above-ankle-length-hi-tech-performance-athletic-socks/14265796/buy,Men Pack Of 3 Assorted Above Ankle-Length Hi-Tech Performance Athletic Socks by BLITZSOX. Price: ₹499. Rating: 4.9/5. Category: socks
193838,Colorburst Lipstick,lipstick,390,390.0,2.4,7,0,Revlon,https://www.myntra.com/lipstick/revlon/revlon-colorburst-velvety-matte-finish-lipstick---coral-sunset/17205388/buy,Colorburst Lipstick by Revlon. Price: ₹390. Rating: 2.4/5. Category: lipstick
